Time,CwndBytes
40.7504,31219
40.7625,31286
40.7745,31353
40.7865,31419
40.7985,31485
40.8105,31551
40.8225,31617
40.8346,31683
40.8586,30408
40.8646,31856
40.8706,33304
40.9787,33366
40.9908,33428
41.0028,33490
41.0148,33552
41.0268,33614
41.0388,33676
41.0508,33738
41.0629,33800
41.0749,33862
41.0869,33923
41.0989,33984
41.1109,34045
41.1229,34106
41.135,34167
41.147,34228
41.159,34289
41.171,34350
41.183,34411
41.195,34471
41.207,34531
41.2191,34591
41.2311,34651
41.2431,34711
41.2551,34771
41.2671,34831
41.2791,34891
41.2912,34951
41.3032,35010
41.3152,35069
41.3272,35128
41.3392,35187
41.3512,35246
41.3633,35305
41.3753,35364
41.3873,35423
41.3993,35482
41.4113,35541
41.4233,35599
41.4354,35657
41.4474,35715
41.4594,35773
41.4714,35831
41.4834,35889
41.4954,35947
41.5074,36005
41.5195,36063
41.5315,36121
41.5435,36179
41.5555,36236
41.5675,36293
41.5795,36350
41.5916,36407
41.6036,36464
41.6156,36521
41.6276,36578
41.6396,36635
41.6516,36692
41.6637,36749
41.6757,36806
41.6877,36862
41.6997,36918
41.7117,36974
41.7237,37030
41.7358,37086
41.7478,37142
41.7598,37198
41.7899,35697
41.7959,36641
41.8019,37586
41.8079,38530
41.8139,39474
41.8199,40419
41.8259,41363
41.8319,42307
41.8379,43252
41.8439,44196
41.8499,45140
41.856,46085
41.862,45833
41.868,45581
41.874,45329
41.88,45077
41.886,44826
41.892,44574
41.898,44322
41.904,44070
41.91,43818
41.916,43566
41.922,43315
41.928,43063
41.934,27512
41.934,27588
41.946,27664
41.958,27739
41.9701,27814
41.9821,27889
41.9941,27964
42.0061,28038
42.0181,28112
42.0301,28186
42.0422,28260
42.0542,28334
42.0662,28407
42.0782,28480
42.0902,28553
42.1022,28626
42.1143,28699
42.1263,28772
42.1383,28844
42.1503,28916
42.1623,28988
42.1743,29060
42.1864,29132
42.1984,29203
42.2104,29274
42.2224,29345
42.2344,29416
42.2464,29487
42.2584,29558
42.2705,29628
42.2825,29698
42.2945,29768
42.3065,29838
42.3185,29908
42.3305,29978
42.3426,30047
42.3546,30116
42.3666,30185
42.3786,30254
42.3906,30323
42.4026,30392
42.4147,30460
42.4267,30528
42.4387,30596
42.4507,30664
42.4627,30732
42.4747,30800
42.4868,30868
42.4988,30935
42.5108,31002
42.5228,31069
42.5348,31136
42.5468,31203
42.5588,31270
42.5709,31337
42.5829,31403
42.5949,31469
42.6069,31535
42.6189,31601
42.6309,31667
42.643,31733
42.655,31799
42.667,31864
42.679,31929
42.691,31994
42.703,32059
42.7151,32124
42.7271,32189
42.7391,32254
42.7511,32319
42.7631,32383
42.7751,32447
42.7872,32511
42.7992,32575
42.8112,32639
42.8232,32703
42.8352,32767
42.8472,32830
42.8592,32893
42.8713,32956
42.8833,33019
42.8953,33082
42.9073,33145
42.9193,33208
42.9313,33271
42.9434,33334
42.9554,33396
42.9674,33458
42.9794,33520
42.9914,33582
43.0034,33644
43.0155,33706
43.0275,33768
43.0395,33830
43.0515,33891
43.0635,33952
43.0755,34013
43.0876,34074
43.0996,34135
43.1116,34196
43.1236,34257
43.1356,34318
43.1476,34379
43.1596,34439
43.1717,34499
43.1837,34559
43.1957,34619
43.2077,34679
43.2197,34739
43.2317,34799
43.2438,34859
43.2558,34919
43.2678,34979
43.2798,35038
43.2918,35097
43.3038,35156
43.3159,35215
43.3279,35274
43.3399,35333
43.3519,35392
43.3639,35451
43.3759,35510
43.388,35569
43.4,35627
43.412,35685
43.424,35743
43.436,35801
43.448,35859
43.46,35917
43.4901,34094
43.4961,34884
43.5021,35674
43.5082,36464
43.5142,37254
43.5202,38043
43.5262,38833
43.5322,39623
43.5382,40413
43.5502,41203
43.5563,41992
43.5623,40215
43.5683,39886
43.5743,39557
43.5803,39228
43.5863,38899
43.5923,38570
43.5983,38241
43.6043,37912
43.6103,37583
43.6163,37254
43.6223,36924
43.6283,36595
43.6343,36266
43.6403,35937
43.6463,35608
43.6523,35279
43.6584,34950
43.6644,34621
43.6704,34292
43.6764,33963
43.6824,33634
43.6884,33304
43.6944,32975
43.7004,32646
43.7064,32317
43.7124,31988
43.7184,31659
43.7244,31330
43.7304,24616
43.7304,24701
43.7424,24785
43.7544,24869
43.7665,24953
43.7785,25037
43.7905,25120
43.8025,25203
43.8145,25286
43.8265,25368
43.8386,25450
43.8506,25532
43.8639,25614
43.876,25695
43.888,25776
43.9,25857
43.912,25938
43.924,26018
43.936,26098
43.9481,26178
43.9614,26258
43.9734,26337
43.9855,26416
43.9975,26495
44.0095,26574
44.0215,26652
44.0335,26730
44.0455,26808
44.0576,26886
44.0696,26963
44.0816,27040
44.0936,27117
44.1056,27194
44.1176,27271
44.1297,27347
44.1597,26064
44.1657,27512
44.1718,28960
44.2632,29032
44.2752,29104
44.2873,29176
44.2993,29247
44.3113,29318
44.3233,29389
44.3353,29460
44.3473,29531
44.3594,29602
44.3714,29672
44.3834,29742
44.3954,29812
44.4074,29882
44.4194,29952
44.4315,30022
44.4435,30091
44.4555,30160
44.4675,30229
44.4795,30298
44.4915,30367
44.5036,30436
44.5156,30504
44.5276,30572
44.5396,30640
44.5516,30708
44.5636,30776
44.5756,30844
44.5877,30911
44.5997,30978
44.6117,31045
44.6237,31112
44.6357,31179
44.6477,31246
44.6598,31313
44.6718,31379
44.6838,31445
44.6958,31511
44.7078,31577
44.7198,31643
44.7319,31709
44.7439,31775
44.7559,31840
44.7679,31905
44.7799,31970
44.7919,32035
44.804,32100
44.816,32165
44.828,32230
44.84,32295
44.852,32359
44.864,32423
44.876,32487
44.8881,32551
44.9001,32615
44.9121,32679
44.9241,32743
44.9361,32807
44.9481,32870
44.9602,32933
44.9722,32996
44.9842,33059
44.9962,33122
45.0082,33185
45.0202,33248
45.0323,33311
45.0443,33373
45.0563,33435
45.0683,33497
45.0803,33559
45.0923,33621
45.1044,33683
45.1164,33745
45.1284,33807
45.1404,33869
45.1524,33930
45.1644,33991
45.1764,34052
45.1885,34113
45.2005,34174
45.2125,34235
45.2245,34296
45.2365,34357
45.2485,34418
45.2606,34478
45.2726,34538
45.2846,34598
45.2966,34658
45.3086,34718
45.3206,34778
45.3327,34838
45.3447,34898
45.3567,34958
45.3687,35017
45.3807,35076
45.3927,35135
45.4048,35194
45.4168,35253
45.4288,35312
45.4408,35371
45.4528,35430
45.4648,35489
45.4768,35548
45.4889,35606
45.5009,35664
45.5129,35722
